query,bucket,cluster,page,volume,gsc_impressions,gsc_clicks,bing_impressions,bing_clicks
capital gain tax long term,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,210,0,0,0,0
capital gain tax main residence exemption,assigned,capital gains tax main residence,/blog/capital-gains-tax/principal-private-residence-relief-landlords,70,0,0,0,0
capital gain tax non resident,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,390,0,0,0,0
capital gain tax on crypto,gap-no-page,crypto capital gains tax,,50,0,0,0,0
capital gain tax on gifted property,assigned,cgt on gifted property,/blog/landlord-tax-essentials/iht-7-year-clock-property-gifting-mid-life-landlord-strategy,390,0,0,0,0
capital gain tax on land,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,260,0,0,0,0
capital gain tax on properties 2027,already-covered,,,0,0,0,4,0
capital gain tax on property,already-covered,,,0,1,0,1,0
capital gain tax on property sold,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,390,0,0,0,0
capital gain tax on rental property sale,already-covered,,,0,0,0,2,0
capital gain tax on residential property uk,already-covered,,,0,0,0,2,0
capital gain tax on residential property uk but rent,already-covered,,,0,0,0,1,0
capital gain tax on residential property uk but renting,already-covered,,,0,0,0,1,1
capital gain tax on sale of immoveable property,already-covered,,,0,0,0,1,0
capital gain tax on sale of land,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
capital gain tax on uk property,already-covered,,,0,0,0,1,1
capital gain tax payment due date,already-covered,,,0,0,0,2,0
capital gain tax penalty,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,0,0,0,0
capital gain tax rate 2025,gap-no-page,capital gains tax rate 2026,,210,0,0,0,0
capital gain tax rate 202627 property uk,already-covered,,,0,0,0,2,0
capital gain tax rate history,gap-no-page,capital gains tax rates 2024/25,,70,0,0,0,0
capital gain tax rate on shares,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,140,0,0,0,0
capital gain tax rates 2023/24,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,50,0,0,0,0
capital gain tax rates for prperty in 2025/2026,already-covered,,,0,0,0,1,0
capital gain tax relief property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,140,0,0,0,0
capital gain tax residential property,already-covered,,,0,0,0,2,0
capital gain tax return,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,480,0,0,0,0
capital gain tax stock,assigned,capital gains tax on stocks,/blog/non-resident-landlord-tax/dont-pay-twice-an-introduction-to-tax-treaties,320,0,0,0,0
capital gain tax stocks uk,assigned,capital gains tax on stocks,/blog/non-resident-landlord-tax/dont-pay-twice-an-introduction-to-tax-treaties,70,0,0,0,0
capital gain tax uk stocks,assigned,capital gains tax on stocks,/blog/non-resident-landlord-tax/dont-pay-twice-an-introduction-to-tax-treaties,70,0,0,0,0
capital gain tax when selling a house,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,140,0,0,0,0
capital gain what is it,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,110,0,0,0,0
capital gains,already-covered,,,0,3,0,0,0
capital gains 2026 on sale of property,already-covered,,,0,0,0,5,0
capital gains 2nd home,gap-no-page,capital gains on second home,,480,0,0,0,0
capital gains 60 day reporting,already-covered,,,0,0,0,3,0
capital gains account,assigned,hmrc capital gains tax,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,140,0,0,0,0
capital gains allowance,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,3600,0,0,0,0
capital gains allowance 2023 24,gap-no-page,,,70,0,0,0,0
capital gains allowance 2023/24,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,70,0,0,0,0
capital gains allowance 2024/25,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,590,0,0,0,0
capital gains allowance 2025,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,50,0,0,0,0
capital gains allowance 24/25,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,260,0,0,0,0
capital gains allowance 25/26,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,880,0,0,0,0
capital gains allowance on property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,590,0,0,0,0
capital gains allowance on property sale,already-covered,,,0,0,0,1,0
capital gains allowance on shares,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,260,0,0,0,0
capital gains allowance property,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,590,0,0,0,0
capital gains allowance shares,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,260,0,0,0,0
capital gains allowances on property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,590,0,0,0,0
capital gains allowances property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,590,0,0,0,0
capital gains amount spent on improvement,already-covered,,,0,0,0,2,0
capital gains and income tax,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,110,0,0,0,0
capital gains and selling a house,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,720,0,0,0,0
capital gains and transfers between sposes,already-covered,,,0,0,0,2,0
capital gains annual allowance,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,90,0,0,0,0
capital gains annual exemption 2026/27,already-covered,,,0,0,0,5,0
capital gains annual exemption uk,already-covered,,,0,0,0,2,0
capital gains asset improvement evidence example,already-covered,,,0,0,0,2,1
capital gains between spouses,already-covered,,,0,0,0,1,0
capital gains buy to let,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
capital gains buy to let property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,90,0,0,0,0
capital gains calculation,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,110,0,0,0,0
capital gains calculation example,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,50,0,0,0,0
capital gains calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,2900,0,0,0,0
capital gains calculator hmrc,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,1000,0,0,0,0
capital gains calculator on home sale,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains calculator property,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,1900,0,0,3,1
capital gains calculator selling rental home,already-covered,,,0,0,0,1,0
capital gains calculator shares,deferred-shares-decision,capital gains tax on shares calculator,,1300,0,0,0,0
capital gains calculator uk,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,9900,0,0,0,0
capital gains caluclator after selling a rental property uk,already-covered,,,0,0,0,2,0
capital gains chargeable assets and residential property,already-covered,,,0,0,0,1,0
capital gains claim,already-covered,,,0,0,0,1,0
capital gains commercial property,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains computation worksheet,gap-no-page,capital gains tax calculation worksheet,,90,0,0,0,0
capital gains deadline,already-covered,,,0,1,0,1,0
capital gains deadline 20/21,already-covered,,,0,0,0,2,0
capital gains declaration,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,140,0,0,0,0
capital gains deferment strategy uk,already-covered,,,0,0,0,2,0
capital gains deferment uk,already-covered,,,0,0,0,1,0
capital gains deferment uk advice,already-covered,,,0,0,0,2,0
capital gains divorce,assigned,capital gains tax divorce,/blog/incorporation-and-company-structures/sdlt-divorce-separation-transfer-relief-schedule-3-paragraph-3-fa-2003,210,0,0,0,0
capital gains does this carry to family member,already-covered,,,0,0,0,1,1
capital gains exemptions on home sale,already-covered,,,0,0,0,1,0
capital gains for non uk residents,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,260,0,0,0,0
capital gains for property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
capital gains for sale of property  how to submit and pay,already-covered,,,0,0,0,2,0
capital gains foreign property,assigned,capital gains foreign property,/blog/capital-gains-tax/cgt-overseas-property-uk-residents-foreign-disposals,110,0,0,0,0
capital gains form,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,110,0,0,0,0
capital gains from shares,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,2900,0,0,0,0
capital gains gift,gap-no-page,capital gains tax gifts,,210,0,0,0,0
capital gains gift relief,assigned,capital gains holdover relief,/blog/capital-gains-tax/hmrcs-nudge-letters-demand-urgent-review-of-gift-hold-over-relief-claim,70,0,0,0,0
capital gains gifted property,assigned,cgt on gifted property,/blog/landlord-tax-essentials/iht-7-year-clock-property-gifting-mid-life-landlord-strategy,390,0,0,0,0
capital gains gifted property example,already-covered,,,0,0,0,1,1
capital gains gifted property examples uk,already-covered,,,0,0,0,2,0
capital gains gifting,already-covered,,,0,0,0,1,0
capital gains group,gap-no-page,,,70,0,0,0,0
capital gains holdover relief,assigned,capital gains holdover relief,/blog/capital-gains-tax/hmrcs-nudge-letters-demand-urgent-review-of-gift-hold-over-relief-claim,260,0,0,0,0
capital gains home sale calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains house improvement boiler,already-covered,,,0,0,0,1,0
capital gains house sale calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains improvements to property,already-covered,,,0,0,0,2,0
capital gains improving the asset,already-covered,,,0,0,0,2,0
capital gains in income tax,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,110,0,0,0,0
capital gains in rented property,already-covered,,,0,0,0,1,1
capital gains income tax,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,110,0,0,0,0
capital gains inheritance,gap-no-page,capital gains inheritance,,480,0,0,0,0
capital gains investment property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,70,0,0,0,0
capital gains land uk,already-covered,,,0,0,0,2,0
capital gains last 3 onths rental,already-covered,,,0,0,0,2,0
capital gains law,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains laws,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
capital gains letting relief,assigned,cgt letting relief,/blog/capital-gains-tax/letting-relief-landlords-2026-changes,320,0,0,0,0
capital gains limit uk,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,70,0,0,0,0
capital gains login,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,140,0,0,0,0
capital gains long term,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,210,0,0,0,0
capital gains loss,assigned,capital gains loss,/blog/capital-gains-tax/cgt-property-sold-loss-claim-capital-losses,140,0,0,0,0
capital gains loss carry forward,assigned,capital gains loss,/blog/capital-gains-tax/cgt-property-sold-loss-claim-capital-losses,90,0,0,0,0
capital gains loss carry forward uk if you report once do you need to keep reporting it,already-covered,,,0,0,0,3,0
capital gains loss carryover,assigned,capital gains loss,/blog/capital-gains-tax/cgt-property-sold-loss-claim-capital-losses,90,0,0,0,0
capital gains loss on sale of business property from company,already-covered,,,0,0,0,1,0
